camera_id,longitude,latitude
Z8-C5,73.86474612109583,19.99806896542076
Z8-C6,73.86533798078355,19.99891206310678
Z8-C7,73.86436133446166,19.9984991121068
Z8-C8,73.86556961648334,19.9981127837397
Z8-C9,73.86460002226886,19.99842543187271
Z8-C10,73.86552971846697,19.99925182337553
Z8-C11,73.86534378981175,19.99873943118976
Z8-C12,73.8656427175651,19.99818772442228
Z8-C13,73.8648634936481,19.99906839012847
Z8-C14,73.86528569434688,19.99938688564239
Z8-C15,73.86538619791106,19.99968201054358
Z8-C16,73.8653410000246,19.99800459563719
Z8-C17,73.86536341354987,19.99962183439856
Z8-C18,73.86527943722707,19.99818735405634
Z8-C19,73.86442709361555,19.99809509638978
Z8-C20,73.86499097188695,19.9997241553919
Z8-C21,73.8645541503905,19.99932842978937
Z8-C22,73.8655790814013,19.99861264552078
Z8-C23,73.86527689926709,19.99957921218302
Z8-C24,73.86504153817015,19.99827354429616
Z8-C25,73.8644915019851,19.99826080370722
Z8-C26,73.86469429656508,19.99862207195692
Z8-C27,73.86509314176037,19.99975583455167
Z8-C28,73.86507901228725,19.99841824254943
Z8-C29,73.86417143481604,19.99913916848288
Z8-C30,73.86540334236372,19.99807228359242
Z8-C31,73.86547791987047,19.99961440532482
Z8-C32,73.86461568705282,19.99885700077736
Z8-C33,73.86565848677458,19.99852792410526
Z8-C34,73.8648246047952,19.99853760358916
Z8-C35,73.86501544377536,19.99834057617083
Z8-C36,73.86542160760483,19.99851950825917
Z8-C37,73.8652004679172,19.99883546424157
Z8-C38,73.86413695325909,19.99861523677815
Z8-C39,73.8644412844094,19.99809362506191
Z8-C40,73.86544330725437,19.99937005572464
Z9-C1,73.7182131053121,20.02857888186975
Z9-C2,73.71821811168533,20.02944219743389
Z9-C3,73.71789331707471,20.02861663958662
Z9-C4,73.71835133434439,20.02900675647336
Z9-C5,73.71805510041662,20.02848951635513
Z9-C6,73.71967337266955,20.02841939189233
Z9-C7,73.71796184264365,20.02860297670375
Z9-C8,73.71846070102438,20.02960407654815
Z9-C9,73.71886768604143,20.02886525777079
Z9-C10,73.71783565570792,20.02899750085115
Z9-C11,73.71839758405528,20.02877910160491
Z9-C12,73.71861136851493,20.02857109807088
Z9-C13,73.71822708293561,20.02942650733154
Z9-C14,73.71823675666927,20.02973796731986
Z9-C15,73.71879374635813,20.02905053827017
Z9-C16,73.71822983124534,20.02886035243947
Z9-C17,73.71785886505977,20.02898259080539
Z9-C18,73.7189417483517,20.02856700617705
Z9-C19,73.7186321909145,20.02938098639259
Z9-C20,73.71799563076712,20.0298409674513
Z9-C21,73.71867964006923,20.02890117586622
Z9-C22,73.71885809047167,20.02856920014305
Z9-C23,73.7180404599555,20.02917009092841
Z9-C24,73.71818294830389,20.02896695488274
Z9-C25,73.71825593080365,20.02963140594432
Z9-C26,73.71798050485629,20.02907519190425
Z9-C27,73.71782691130362,20.02977669890103
Z9-C28,73.71817455232109,20.02865811718062
Z9-C29,73.71804091783346,20.02939039186922
Z9-C30,73.71840174998222,20.02940024969013
Z9-C31,73.71780214454033,20.02894580518328
Z9-C32,73.7178853876201,20.0297654468161
Z9-C33,73.71878537502351,20.02888951503567
Z9-C34,73.71851234036758,20.02895126482886
Z9-C35,73.71906725252583,20.02892995433117
Z9-C36,73.71955452585563,20.02862601043624
Z9-C37,73.71841704660095,20.02914582530857
Z9-C38,73.7182174743726,20.02904766597549
Z9-C39,73.7187688073299,20.02928086207872
Z9-C40,73.71887080183188,20.02914226069916
Z10-C1,73.7560360039355,19.96185868282646
Z10-C2,73.75687421340622,19.96126656148915
Z10-C3,73.75543961225307,19.96103622551772
Z10-C4,73.75557762149342,19.96070842133265
Z10-C5,73.75656166471413,19.96069158831886
Z10-C6,73.7561447531038,19.96050722124831
Z10-C7,73.75780298105789,19.96125405327506
Z10-C8,73.75617193526156,19.96109857378396
Z10-C9,73.75740988536788,19.96143865428689
Z10-C10,73.75582297263996,19.96138676645431
Z10-C11,73.75636727324647,19.96195491753291
Z10-C12,73.75690115856004,19.9613582796698
Z10-C13,73.75741754712156,19.96067980184632
Z10-C14,73.75650776587676,19.96157142585731
Z10-C15,73.75726186959773,19.96076043377219
Z10-C16,73.75738576664709,19.96127555521606
Z10-C17,73.75752024078486,19.96121502193078
Z10-C18,73.75719248919282,19.96202119714806
Z10-C19,73.75674933600021,19.96181592475858
Z10-C20,73.75746005828196,19.96185204341296
Z10-C21,73.75571391053204,19.96097422819015
Z10-C22,73.75702371661961,19.96181745709524
Z10-C23,73.75649065463422,19.96100230758254
Z10-C24,73.7560281110012,19.96173676388113
Z10-C25,73.75721542321017,19.96172143030614
Z10-C26,73.75751419611872,19.96080807215846
Z10-C27,73.75750654637854,19.96075041051694
Z10-C28,73.7558812774651,19.96063696371887
Z10-C29,73.75628703245812,19.96151639960885
Z10-C30,73.75560573000124,19.96127597932859
Z10-C31,73.75604635689841,19.96148542928009
Z10-C32,73.75619641537611,19.96018418678953
Z10-C33,73.75773159526258,19.96126697616759
Z10-C34,73.75741092192132,19.9609426619967
Z10-C35,73.75716648866079,19.96172205600734
Z10-C36,73.75752671444167,19.9610234235773
Z10-C37,73.75642926083397,19.96026848792457
Z10-C38,73.75632258796914,19.96019836197637
Z10-C39,73.75585627603027,19.96082487345635
Z10-C40,73.75727600146381,19.96090911230863
Z11-C1,73.85000679709161,19.9501331025981
Z11-C2,73.84885535214673,19.95065270853649
Z11-C3,73.84979156490677,19.95023037430031
Z11-C4,73.84886018429386,19.95031759370583
Z11-C5,73.8488072814557,19.95112431766386
Z11-C6,73.84813048166947,19.9499086915928
Z11-C7,73.84939486790246,19.95098396207424
Z11-C8,73.8497887992812,19.94956572246169
Z11-C9,73.84951326792918,19.9507845735257
Z11-C10,73.84970683056278,19.95042272458452
Z11-C11,73.84979132324845,19.95131489200345
Z11-C12,73.84819251817252,19.9498589139793
Z11-C13,73.84977608066879,19.95096319417507
Z11-C14,73.84884685247596,19.95112457172867
Z11-C15,73.84890721492252,19.94962253171237
Z11-C16,73.84886391570281,19.94998141247839
Z11-C17,73.8497860696219,19.95081096543609
Z11-C18,73.84887617462127,19.95055789395964
Z11-C19,73.84953685351834,19.950630688416
Z11-C20,73.84979459681699,19.94973991364884
Z11-C21,73.84843272359109,19.9507119495897
Z11-C22,73.849634556557,19.95067418635346
Z11-C23,73.84884026813572,19.95143589971947
Z11-C24,73.8498696620907,19.950424881249
Z11-C25,73.84888963095683,19.95106359120806
Z11-C26,73.84786813791986,19.9499621113804
Z11-C27,73.84976923378255,19.94981323380973
Z11-C28,73.84985075251888,19.95046717273332
Z11-C29,73.84831781887618,19.95068344202084
Z11-C30,73.84937752674115,19.94958856348394
Z11-C31,73.84911922414577,19.95071680311617
Z11-C32,73.84961015959776,19.95094461397508
Z11-C33,73.84889791839586,19.95102442346886
Z11-C34,73.84901622356973,19.94979177433267
Z11-C35,73.84906587638761,19.95008108131733
Z11-C36,73.84884361297019,19.9509533507983
Z11-C37,73.84897432199571,19.95148798922143
Z11-C38,73.8489915415276,19.95008490402057
Z11-C39,73.85001945644221,19.94986769627413
Z11-C40,73.84894032547483,19.95036580782207
Z12-C1,73.80642199493286,20.07753382657422
Z12-C2,73.80733589270561,20.07537125732388
Z12-C3,73.80792831506693,20.07441724363601
Z12-C4,73.80890057784018,20.07708372516849
Z12-C5,73.80644748604335,20.07433896789771
Z12-C6,73.80622645978869,20.07724341066519
Z12-C7,73.80679757795772,20.07535503163897
Z12-C8,73.80646475035263,20.07392063864024
Z12-C9,73.80697737472164,20.07408532310402
Z12-C10,73.8102706362662,20.07649082170039
Z12-C11,73.80688530130071,20.07440125604993
Z12-C12,73.80861468144533,20.07324461215164
Z12-C13,73.80950574749525,20.0772843636294
Z12-C14,73.81034031803284,20.07653998304738
Z12-C15,73.80788867930124,20.07597014974971
Z12-C16,73.80762636785995,20.07318189762843
Z12-C17,73.8083267366988,20.07685891368607
Z12-C18,73.80886800435876,20.07698062693197
Z12-C19,73.80877241586225,20.07722562431501
Z12-C20,73.80801299600883,20.07265987667178
Z12-C21,73.8067129667625,20.07707910500211
Z12-C22,73.80569563618053,20.07668721708013
Z12-C23,73.80637418575418,20.07554187020444
Z12-C24,73.80828404379503,20.07546274132934
Z12-C25,73.80720321420137,20.07259258087686
Z12-C26,73.81082329931246,20.07633412652732
Z12-C27,73.80749551972906,20.07565183592549
Z12-C28,73.80871357236519,20.07517321306189
Z12-C29,73.80837933950706,20.07379120671815
Z12-C30,73.80713245901674,20.07234272230789
Z12-C31,73.80854573523175,20.07445949312485
Z12-C32,73.80856069494162,20.07558112302279
Z12-C33,73.8073151065754,20.07707606898168
Z12-C34,73.80620138644592,20.07422256173695
Z12-C35,73.8064930545788,20.07481975632678
Z12-C36,73.80950340247804,20.07587633227985
Z12-C37,73.80749720509498,20.07537288459124
Z12-C38,73.80665311540622,20.07544319580283
Z12-C39,73.80967264863452,20.07642780388382
Z12-C40,73.80828062122663,20.0738796871146
Z13-C1,73.7810194424995,20.0835683276762
Z13-C2,73.78123006513124,20.08385506326019
Z13-C3,73.78138622508773,20.08385583305137
Z13-C4,73.78184717912295,20.08458716523914
Z13-C5,73.78077767326089,20.08398203843655
Z13-C6,73.7821349160044,20.08442769019488
Z13-C7,73.78329065013968,20.08388721445609
Z13-C8,73.78322789417219,20.08437900564576
Z13-C9,73.78299642272891,20.08477295938183
Z13-C10,73.78260771123297,20.08459240942197
Z13-C11,73.78324544627907,20.08460052596385
Z13-C12,73.781854166537,20.08392415329248
Z13-C13,73.7828645256413,20.08394755275528
Z13-C14,73.78282160123727,20.08393964121156
Z13-C15,73.78245822120158,20.08466205783582
Z13-C16,73.78259612365605,20.08463650719581
Z13-C17,73.78116063277099,20.08460430451354
Z13-C18,73.78180529634065,20.08457543646852
Z13-C19,73.78153108400907,20.08431084045347
Z13-C20,73.78210910236476,20.08372914912245
Z13-C21,73.78363282974681,20.08397967473508
Z13-C22,73.78351249944565,20.08439807634441
Z13-C23,73.78127978692227,20.08463886002496
Z13-C24,73.7817766287785,20.0843121138024
Z13-C25,73.78344699402327,20.08436892518212
Z13-C26,73.78156905703675,20.08468078462097
Z13-C27,73.78427008059887,20.08420699384469
Z13-C28,73.78256838974389,20.08387903849071
Z13-C29,73.78292904316464,20.08483001137326
Z13-C30,73.78250768118,20.08412251262221
Z13-C31,73.78183106980808,20.08453431697217
Z13-C32,73.78274259598375,20.08386362780794
Z13-C33,73.7834785079172,20.08448092750643
Z13-C34,73.78107177835159,20.084140056965
Z13-C35,73.78233400056263,20.08375369202838
Z13-C36,73.78121195166752,20.08424213058318
Z13-C37,73.78257622867626,20.08474250103402
Z13-C38,73.78302617534959,20.08429266602353
Z13-C39,73.78098294974741,20.08397442235898
Z13-C40,73.7810243868453,20.08419069441705
Z14-C1,73.71942025962389,20.02690465736626
Z14-C2,73.71881043398014,20.02727000720689
Z14-C3,73.71952561566958,20.0272617758209
Z14-C4,73.71864314701571,20.0274838831915
Z14-C5,73.71938054801207,20.02808839230167
Z14-C6,73.71938757582909,20.02668426134311
Z14-C7,73.71930437215804,20.02653368767067
Z14-C8,73.71958942748492,20.02622591946307
Z14-C9,73.71846906411584,20.02763364856898
Z14-C10,73.71876130961785,20.02771078862337
Z14-C11,73.71917561381315,20.02835797540661
Z14-C12,73.71905385268147,20.02742281403729
Z14-C13,73.71858154324853,20.0278448437711
Z14-C14,73.71964281553198,20.02780066292361
Z14-C15,73.71886507967946,20.02849015792801
Z14-C16,73.71858332092404,20.02745964641966
Z14-C17,73.71924119360617,20.02774524833124
Z14-C18,73.71943112684235,20.02745171057209
Z14-C19,73.71974318503874,20.02760150953156
Z14-C20,73.71921139337427,20.02828025189255
Z14-C21,73.71910672484508,20.02756399214448
Z14-C22,73.719609495956,20.0268405119087
Z14-C23,73.71838306928808,20.02750918384871
Z14-C24,73.71951486090286,20.02762085405059
Z14-C25,73.71851697828795,20.0276549925103
Z14-C26,73.71969540079927,20.02762534760335
Z14-C27,73.7193929572566,20.02776114772866
Z14-C28,73.71964432301485,20.0269524451848
Z14-C29,73.7188926900988,20.02728635782406
Z14-C30,73.71856682038045,20.02750944878011
Z14-C31,73.7195345689287,20.02685518071655
Z14-C32,73.71852224134186,20.02830619486048
Z14-C33,73.71930670109266,20.02696716766015
Z14-C34,73.71931832679162,20.02736759357241
Z14-C35,73.71871810930105,20.0270755246568
Z14-C36,73.7194020066999,20.02742965767717
Z14-C37,73.71903502878797,20.02707725766555
Z14-C38,73.71813482813441,20.02767785243813
Z14-C39,73.71930809107968,20.02719018442103
Z14-C40,73.71860301890499,20.02788259271876
Z15-C1,73.84300610383805,19.93959917215918
Z15-C2,73.84423899193311,19.94294989526708
Z15-C3,73.84291819735323,19.94313813415028
Z15-C4,73.84334544923892,19.94021503780335
Z15-C5,73.84386461036075,19.94234394504078
Z15-C6,73.84288822961102,19.94188849564322
Z15-C7,73.84428324815805,19.94289157728183
Z15-C8,73.84399175706874,19.9403959379196
Z15-C9,73.84359480453989,19.9395541618312
Z15-C10,73.84390341045226,19.94072409331667
Z15-C11,73.84342347010383,19.94148035583868
Z15-C12,73.84358191275075,19.93943014682178
Z15-C13,73.84380747141078,19.94203038846634
Z15-C14,73.84344346151778,19.9414459679652
Z15-C15,73.84363064203283,19.93963035804822
Z15-C16,73.84237512466697,19.9401268609442
Z15-C17,73.843147856871,19.94087186213836
Z15-C18,73.84301190408294,19.93997736905221
Z15-C19,73.84275553269495,19.93925826394799
Z15-C20,73.84365384106592,19.93945262239232
Z15-C21,73.842741797977,19.93959426751903
Z15-C22,73.84339229002651,19.93990792578609
Z15-C23,73.84357490343989,19.94099287145725
Z15-C24,73.84473302840061,19.94294074421609
Z15-C25,73.84259446260872,19.94134782086627
Z15-C26,73.84477385294991,19.94273653324551
Z15-C27,73.84272685438036,19.93916382469324
Z15-C28,73.84391056940765,19.94131311203364
Z15-C29,73.84361671900467,19.93951363132864
Z15-C30,73.84284266767581,19.94180356363551
Z15-C31,73.84413652876917,19.94104608197011
Z15-C32,73.84315280535756,19.93931629778151
Z15-C33,73.84348804717096,19.94200785814045
Z15-C34,73.84284981770207,19.94050631479332
Z15-C35,73.84246931782943,19.94076446142445
Z15-C36,73.84364375795295,19.94234132491214
Z15-C37,73.84377956855727,19.94094727960038
Z15-C38,73.84300361557429,19.94012806802872
Z15-C39,73.84466715658608,19.94290615036325
Z15-C40,73.84444745451984,19.94262218552409
Z16-C1,73.84361700099963,19.94505292458987
Z16-C2,73.84500915047028,19.94469904035094
Z16-C3,73.84481171415162,19.9451401464483
Z16-C4,73.84509063695803,19.94615473064909
Z16-C5,73.84278796223356,19.94453935576524
Z16-C6,73.8430701898971,19.94394028718953
Z16-C7,73.84344305617562,19.9440051121554
Z16-C8,73.84393896321508,19.94355180277149
